,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,original_tags
RIL182_00134,9048.315,6840,3776,662,1159.104,661,1482,1825,2990,"fig|536231.75.peg.136|RIL182_00134   DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00135,1635,1198,775,1156,609,1669,2369,2549,4108,"fig|536231.75.peg.137|RIL182_00135   Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00136,4061.257,2775,1635,14617,4769,7478,10726,10115,13081,"fig|536231.75.peg.138|RIL182_00136   Phosphate regulon transcriptional regulatory protein PhoB (SphR)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00137,19549.659,14270.001,7014,81172.589,30398.015,40688.535,41408,34508,46520,"fig|536231.75.peg.139|RIL182_00137   Two-component system sensor histidine kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.140   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",40,33,59,10,33,16,50,45,34,"fig|536231.75.peg.140   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00138,269,128,101,456,186,373,1027,513,1129,"fig|536231.75.peg.141|RIL182_00138   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00139,263400.816,203934.694,108129,150130.148,166158.597,32192,35509,27237,36397.296,"fig|536231.75.peg.142|RIL182_00139   Reverse rubrerythrin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00140,62245.575,47268.722,29391,52516.295,46594.984,7073,10294,10087,17493.704,"fig|536231.75.peg.143|RIL182_00140   Peroxide stress regulator PerR, FUR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00141,3451.118,2475,1858,2335,2160,2665,2284,2246,3782,"fig|536231.75.peg.144|RIL182_00141   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00142,451,331,170,378,348,266,546,658,1080,"fig|536231.75.peg.145|RIL182_00142   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00143,543,462,240,781,345,610,540,566,1102,"fig|536231.75.peg.146|RIL182_00143   Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00144,4493.255,3442.297,1454,2834,2770.867,2350,3210.264,2568.091,3464.812,"fig|536231.75.peg.147|RIL182_00144   tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00145,29284.76,20617.26,13125.562,15802.224,15031.719,10684.441,6518.887,7577.774,11812.318,"fig|536231.75.peg.148|RIL182_00145   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00146,25277.898,29048.532,19712,7690,12255.143,7294.86,14845,9517,14568,"fig|536231.75.peg.149|RIL182_00146   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00147,48730.008,41828.062,26306,97429.774,60782.14,95925.747,86203,70829.57,132297,"fig|536231.75.peg.150|RIL182_00147   Phosphate acetyltransferase (EC 2.3.1.8)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00148,964,557,494,2765,1261,3489,1035,920,1449,"fig|536231.75.peg.151|RIL182_00148   Putative inner membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00149,3528,2375,1713,3260,1725,2707,4555,3842,6431,"fig|536231.75.peg.152|RIL182_00149   Cytidylate kinase (EC 2.7.4.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00150,3680.003,2583,2040,3923,2017,5399,4971,4680,8104,"fig|536231.75.peg.153|RIL182_00150   Putative transmembrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.154   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",8,4,0,3,5,2,0,35,68,"fig|536231.75.peg.154   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00152,8,3,2,0,3,1,0,0,4,"fig|536231.75.peg.155|RIL182_00152   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00153,317.052,269,171,361,219,216,879,1038,1772,"fig|536231.75.peg.156|RIL182_00153   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00154,2413,3099,2033,1934,1393,1606,822,1180,1801,"fig|536231.75.peg.157|RIL182_00154   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00155,1450,1674,775,1225,1138,1084,263,393,672,"fig|536231.75.peg.158|RIL182_00155   Uncharacterized protein clustered with Type I restriction-modification system   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00156,3438.15,2401,1064,8459,4041,4986,6712,5918,11068,"fig|536231.75.peg.159|RIL182_00156   6-phosphofructokinase (EC 2.7.1.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00157,6964.136,5226,3192,13096,6875,8912.123,11701,11193,20345,"fig|536231.75.peg.160|RIL182_00157   DNA polymerase III subunits gamma and tau (EC 2.7.7.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00158,1640.067,2562,1131,1779,1490,1253,602,859,1757,"fig|536231.75.peg.161|RIL182_00158   Nucleoid-associated protein YaaK   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00159,3395,3331,1223,4947.035,2322,4200,3635,4406,6945,"fig|536231.75.peg.162|RIL182_00159   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00160,142,94,70,157,72,70,35,70,245,"fig|536231.75.peg.163|RIL182_00160   Phage integrase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00161,16,19,16,81,49,56,0,9,46,"fig|536231.75.peg.164|RIL182_00161   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00162,919,775,363,7151,2903,3816,4461,4355,7373,"fig|536231.75.peg.165|RIL182_00162   Flagellin protein FlaA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00163,68,65,24,151,105,73,125,261,304,"fig|536231.75.peg.166|RIL182_00163   Lysine-N-methylase (EC 2.1.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00164,17,13,25,5,11,0,0,11,1,"fig|536231.75.peg.167|RIL182_00164   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00165,102,107,71,160,138,80,47,108,111,"fig|536231.75.peg.168|RIL182_00165   Phosphoglycerate mutase (EC 5.4.2.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00166,892.189,719.466,432,801,780,601,415,449,778,"fig|536231.75.peg.169|RIL182_00166   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00167,60,45.534,10,20,31,21,6,15,40,"fig|536231.75.peg.170|RIL182_00167   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00168,240.536,187.837,78,78.037,95.905,58,85.179,92.693,122.262,"fig|536231.75.peg.171|RIL182_00168   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00169,1083.464,831.163,488,505.963,458.095,286,445.821,619.307,567.738,"fig|536231.75.peg.172|RIL182_00169   Acylphosphate phosphohydrolase (EC 3.6.1.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00170,881.071,886,441,823.052,807,510,814,567,1187,"fig|536231.75.peg.173|RIL182_00170   ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00171,3816.16,3163,1484,2854,2637,1924,2814,2387,3712,"fig|536231.75.peg.174|RIL182_00171   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00172,2060,1371,692,1569,1080,1230.233,1455,1203,2066,"fig|536231.75.peg.175|RIL182_00172   Uncharacterized UPF0750 membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00173,11263.261,7496,3412,8735,7327.812,4451,7814,6514,11178,"fig|536231.75.peg.176|RIL182_00173   N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.177   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",369,324,318,243,324.863,198,39,145,190,"fig|536231.75.peg.177   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00174,19054.586,15513,7630,36938.483,46183.314,13597,25147,20892,34862,"fig|536231.75.peg.178|RIL182_00174   GTP pyrophosphokinase (EC 2.7.6.5)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.179   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",62,83,1,167,137,32,36,53,51,"fig|536231.75.peg.179   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00175,2601.736,2739.578,539,5863.044,6304,1985,281,543,1298,"fig|536231.75.peg.180|RIL182_00175   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00176,7051.861,7341.422,1273,10083.02,16684.17,5550,1378,1430,2346,"fig|536231.75.peg.181|RIL182_00176   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00177,13816.342,10781,5326,1292,8539,286,424,212,328,"fig|536231.75.peg.182|RIL182_00177   no significant homology.   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00178,97,121,45,33,75,26,15,0,12,"fig|536231.75.peg.183|RIL182_00178   Flavodoxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00179,1415.224,2818.47,434,939.997,1490.909,1156.916,104.294,56,151,"fig|536231.75.peg.184|RIL182_00179   Prevent host death protein, Phd antitoxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00180,3582.989,6830.484,2341,2660.003,4614.002,2263.084,644.896,477,1024.377,"fig|536231.75.peg.185|RIL182_00180   Death on curing protein, Doc toxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00181,2654.192,1756.046,1316,2930,1980.09,2170,5874.81,5363,8064.623,"fig|536231.75.peg.186|RIL182_00181   Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00182,349.381,304.419,93,226,324.075,178.988,394.101,425.633,546.968,"fig|536231.75.peg.187|RIL182_00182   Repressor CsoR of the copZA operon   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00183,16520.169,12021.837,7727,7226.016,10060.925,7494.012,10789.899,9480.367,14968.032,"fig|536231.75.peg.188|RIL182_00183   Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00184,5,3,0,0,0,0,0,0,0,"fig|536231.75.peg.189|RIL182_00184   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.190   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",13,8,1,1,6,2,11,0,7,"fig|536231.75.peg.190   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00185,8133.909,6460,3414,5819.954,6029,5287,2768,3017,5628,"fig|536231.75.peg.191|RIL182_00185   Recombination protein RecR   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00186,13624.457,7918.442,6565,13399.024,9153.733,8604,12446,11754,20979,"fig|536231.75.peg.192|RIL182_00186   Transketolase, N-terminal section (EC 2.2.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00187,15824.051,9515.143,6114,15568.637,10577,9059,15142,12928,19860,"fig|536231.75.peg.193|RIL182_00187   Transketolase, C-terminal section (EC 2.2.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00188,33,39,38,26,28,25,74,99,93,"fig|536231.75.peg.194|RIL182_00188   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00189,1974,1578,878,1640,1548,2817,821,1138,1422,"fig|536231.75.peg.195|RIL182_00189   FIG01032175: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00190,623,492,166,496,479,714,417,351,455,"fig|536231.75.peg.196|RIL182_00190   FIG01020216: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00201,45954.273,83974.519,14744,10778,18925.003,8894,718,673,1265,"fig|536231.75.peg.197|RIL182_00201   D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00202,21,28,7,15,8,14,27,0,52,"fig|536231.75.peg.198|RIL182_00202   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00203,3522,2126,1212,3496.96,1800,41741.946,2537,2600,4488,"fig|536231.75.peg.199|RIL182_00203   ATP synthase F0 sector subunit a (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00204,37,37,8,41.114,16,136.054,1,38,8,"fig|536231.75.peg.200|RIL182_00204   ATP synthase F0 sector subunit c (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00205,1973,1030,671,1818.886,780,9715,2664,3202,5342,"fig|536231.75.peg.201|RIL182_00205   ATP synthase F0 sector subunit b (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00206,537.009,324,122,499,312,2097,468,601,1048,"fig|536231.75.peg.202|RIL182_00206   ATP synthase delta chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00207,5040.282,2812,1948,5719,1965,17571.203,10076,10568,18554,"fig|536231.75.peg.203|RIL182_00207   ATP synthase alpha chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00208,1951,1238,706,2158,814,5233,3324,3162,6354,"fig|536231.75.peg.204|RIL182_00208   ATP synthase gamma chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00209,6569.599,3631.771,2719,6684.268,2896.915,17940.182,13816.11,15250.204,26070.466,"fig|536231.75.peg.205|RIL182_00209   ATP synthase beta chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00210,1997.401,1061.631,876,1454.732,803.266,5242.818,2973.89,2242.796,4411.534,"fig|536231.75.peg.206|RIL182_00210   ATP synthase epsilon chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00211,233,178,92,439,186,239,2309,2197,4201,"fig|536231.75.peg.207|RIL182_00211   Transcriptional regulator, AraC family   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.208   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",2,0,0,0,0,0,0,10,23,"fig|536231.75.peg.208   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00212,1435,764,646,1793,992,1011,2590,2359,3961,"fig|536231.75.peg.209|RIL182_00212   beta-glucosidase (EC 3.2.1.21)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00213,1061.026,643,391,1460,793,773,2560,2611,2923,"fig|536231.75.peg.210|RIL182_00213   beta-glucosidase (EC 3.2.1.21)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00214,1450,1115,639,2018,1066,1141,1090,1137,1642,"fig|536231.75.peg.211|RIL182_00214   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00215,6844,5418.131,3674,7628,5276,7150,5261,4518,7919,"fig|536231.75.peg.212|RIL182_00215   ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00216,6522.991,4650,4102,7336,4778,7150,7502,5883,12397,"fig|536231.75.peg.213|RIL182_00216   Cystine ABC transporter, permease protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00217,12158.782,9553,5412,14508,9821.121,21646.745,6645,6228,10260,"fig|536231.75.peg.214|RIL182_00217   ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00218,531,423,279,250,222,252,572,623,1024,"fig|536231.75.peg.215|RIL182_00218   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00219,702,517,241,402,388,384,836,747,1245,"fig|536231.75.peg.216|RIL182_00219   Arabinogalactan endo-1,4-beta-galactanase (EC 3.2.1.89)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00221,17,6,0,15,12,10,0,51,50,"fig|536231.75.peg.217|RIL182_00221   Oxidoreductase, aldo/keto reductase family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00222,407,377,133,467,428,374,298,402,481,"fig|536231.75.peg.218|RIL182_00222   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00223,15850.121,20879.961,8045.73,5432.535,9056.369,5220.35,4822.847,3836.745,8091.158,"fig|536231.75.peg.219|RIL182_00223   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00224,501,531,146,354,309,259,132,141,260,"fig|536231.75.peg.220|RIL182_00224   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00225,255,235,132,230,243,274,101,182,307,"fig|536231.75.peg.221|RIL182_00225   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00226,19724.747,11790,6178,22637,27143.629,13873.137,5761,6098,8092,"fig|536231.75.peg.222|RIL182_00226   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00227,5191.551,4046.087,1882,5029.832,5753.532,2938,3264,2516,3422,"fig|536231.75.peg.223|RIL182_00227   serine_threonine protein kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00228,743.486,818.564,406.698,450.972,747.856,332.053,177.623,167.549,297.947,"fig|536231.75.peg.224|RIL182_00228   Protein of unknown function DUF419   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.225   alpha-mannosidase (EC 3.2.1.24)   [Roseburia intestinalis L1-82 | 536231.75]
",361.795,351.062,162,137.888,166.217,227,37,34,72.654,"fig|536231.75.peg.225   alpha-mannosidase (EC 3.2.1.24)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00229,20737.259,18950.045,9409,16034.347,16854.205,11901.514,11927,10186,13954.609,"fig|536231.75.peg.226|RIL182_00229   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00230,7476.335,7484.1,2826.302,2818.308,5306.395,2831.433,93.377,105.451,359.79,"fig|536231.75.peg.227|RIL182_00230   Protein of unknown function DUF419   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00231,3257.028,1901,829,1536,1612,776,2869,2469,4188,"fig|536231.75.peg.228|RIL182_00231   ROK family protein (putative glucokinase)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00232,2877.546,1929.249,640,1384,1321,838,1504,1638,2131,"fig|536231.75.peg.229|RIL182_00232   Transcriptional regulator, GntR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00233,7137,3845,2615,3624,3400.772,1986,4814,4623,7156,"fig|536231.75.peg.230|RIL182_00233   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00234,22075.385,13785.638,9809,7160.106,7935,4705,9616,9035,14723,"fig|536231.75.peg.231|RIL182_00234   alpha-mannosidase (EC 3.2.1.24)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00235,14013,11346,7251.686,3903,4216,1945,3572,3851,4039,"fig|536231.75.peg.232|RIL182_00235   Endo-beta-N-acetylglucosaminidase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00236,2858,2118,1520,1489.023,1090,514,1002,939,1355,"fig|536231.75.peg.233|RIL182_00236   Transcriptional regulator, LacI family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00237,19399.916,24564.177,14055,1597,3572,1276,1759,1217,1665,"fig|536231.75.peg.234|RIL182_00237   ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00238,6411.083,7625.46,3748,1223,1707,848,441,427,792,"fig|536231.75.peg.235|RIL182_00238   Multiple sugar ABC transporter, permease protein MsmG   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00239,17608.925,16251,8979,3519.008,4658,2354,3515,3347,4093,"fig|536231.75.peg.236|RIL182_00239   Multiple sugar ABC transporter, substrate-binding protein MsmE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00240,7193.04,9124.001,3330,1350,1661.027,890,1015,1105,1493,"fig|536231.75.peg.237|RIL182_00240   1,4-beta-mannosyl-N-acetylglucosamine phosphorylase (EC 2.4.1.320)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00241,831.33,2045.456,895.244,788.457,421.412,790.049,485.235,1405.39,1324.705,"fig|536231.75.peg.238|RIL182_00241   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00242,4151,3236,1500,1023,954,634,1770,1663,1921,"fig|536231.75.peg.239|RIL182_00242   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00243,4178.143,2943,1915,978,1149.001,711,2319,2545,3100,"fig|536231.75.peg.240|RIL182_00243   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
