,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,original_tags
RIL182_00141,429,296,285,324,145,125,303,303,120,"fig|536231.75.peg.144|RIL182_00141   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00142,48,40,28,38,63,14,100,165,63,"fig|536231.75.peg.145|RIL182_00142   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00143,58,36,45,1,26,6,40,26,11,"fig|536231.75.peg.146|RIL182_00143   Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00144,488,365,303,528,401,388,753.551,399,363,"fig|536231.75.peg.147|RIL182_00144   tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00145,1111.809,1002.323,905.864,1634.418,1023.793,734.339,5005.615,1290.613,986.421,"fig|536231.75.peg.148|RIL182_00145   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00146,2606,2687,2029,5735,2181,2021,8920,2283,3334,"fig|536231.75.peg.149|RIL182_00146   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00147,16976,10578,8057,8376,3654,3889,26599,6700,5644,"fig|536231.75.peg.150|RIL182_00147   Phosphate acetyltransferase (EC 2.3.1.8)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00148,287,220,195,223,140,132,485,95,169,"fig|536231.75.peg.151|RIL182_00148   Putative inner membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00149,395,245,264,146,254,138,288,295,120,"fig|536231.75.peg.152|RIL182_00149   Cytidylate kinase (EC 2.7.4.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00150,333,252,325,167,169,142,268,115,93,"fig|536231.75.peg.153|RIL182_00150   Putative transmembrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.154   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",4,0,4,5,6,0,49,53,0,"fig|536231.75.peg.154   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00152,0,0,0,0,0,0,2,0,0,"fig|536231.75.peg.155|RIL182_00152   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00153,30,9,23,22,29,26,149,34,59,"fig|536231.75.peg.156|RIL182_00153   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00154,112,112,91,104,89,49,398,95,53,"fig|536231.75.peg.157|RIL182_00154   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00155,33,19,19,66,36,51,228,50,43,"fig|536231.75.peg.158|RIL182_00155   Uncharacterized protein clustered with Type I restriction-modification system   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00156,1618,971,1176,1349,1361,1032,1029,1233,737,"fig|536231.75.peg.159|RIL182_00156   6-phosphofructokinase (EC 2.7.1.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00157,1953,1219,1471,1680,1761,1697,2249,1846,1125,"fig|536231.75.peg.160|RIL182_00157   DNA polymerase III subunits gamma and tau (EC 2.7.7.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00158,191,127,138,114,176,85,122,139,48,"fig|536231.75.peg.161|RIL182_00158   Nucleoid-associated protein YaaK   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00159,319,190,210,244,318,313,759,517,285,"fig|536231.75.peg.162|RIL182_00159   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00160,11,6,6,5,0,22,28,5,0,"fig|536231.75.peg.163|RIL182_00160   Phage integrase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00161,8,4,4,0,0,0,3,0,0,"fig|536231.75.peg.164|RIL182_00161   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00162,431,250,408,568,469,177,2482,601,357,"fig|536231.75.peg.165|RIL182_00162   Flagellin protein FlaA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00163,18,24,11,47,36,7,249,70,15,"fig|536231.75.peg.166|RIL182_00163   Lysine-N-methylase (EC 2.1.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00164,3,5,0,4,0,0,3,2.989,0,"fig|536231.75.peg.167|RIL182_00164   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00165,7,14,13,7,0,0,7,19.011,0,"fig|536231.75.peg.168|RIL182_00165   Phosphoglycerate mutase (EC 5.4.2.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00166,81,50,40,59,34,25,221,96,76,"fig|536231.75.peg.169|RIL182_00166   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00167,3,0,2,0,0,0,21,12,0,"fig|536231.75.peg.170|RIL182_00167   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00168,19,4,5,0,0,0,36,1,0,"fig|536231.75.peg.171|RIL182_00168   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00169,34,26,47,16,60,0,308,42,1,"fig|536231.75.peg.172|RIL182_00169   Acylphosphate phosphohydrolase (EC 3.6.1.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00170,75,115,127,160,256.075,207,222,231,197,"fig|536231.75.peg.173|RIL182_00170   ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00171,301,240,297,392,302,359,485,265,254,"fig|536231.75.peg.174|RIL182_00171   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00172,251,242,260,258,141,116,207,133,235,"fig|536231.75.peg.175|RIL182_00172   Uncharacterized UPF0750 membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00173,1102,895,866,859,800,689,1082,566,632,"fig|536231.75.peg.176|RIL182_00173   N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.177   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",31,4,11,1,0,0,31,13,12,"fig|536231.75.peg.177   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00174,3165,2429,2440,1754,1451,1405,4479,2428,1934,"fig|536231.75.peg.178|RIL182_00174   GTP pyrophosphokinase (EC 2.7.6.5)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.179   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",8,16,14,14,15,15,7,6,0,"fig|536231.75.peg.179   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00175,209,151,130,174,123,37,521,97,55,"fig|536231.75.peg.180|RIL182_00175   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00176,594,278,273,445,174,186,3034,453,383,"fig|536231.75.peg.181|RIL182_00176   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00177,35,14,14,46,21,15,209,53,113,"fig|536231.75.peg.182|RIL182_00177   no significant homology.   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00178,5,0,0,4,0,0,0,23,0,"fig|536231.75.peg.183|RIL182_00178   Flavodoxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00179,22,7,22,69,33,24,162,17,28,"fig|536231.75.peg.184|RIL182_00179   Prevent host death protein, Phd antitoxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00180,177.927,159,177,371.847,202,293,880.794,215,186,"fig|536231.75.peg.185|RIL182_00180   Death on curing protein, Doc toxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00181,319.073,304,356,464.153,339,328,1476.207,395,410,"fig|536231.75.peg.186|RIL182_00181   Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00182,42.736,33.72,56.224,64.51,66,78,150.149,34.569,56,"fig|536231.75.peg.187|RIL182_00182   Repressor CsoR of the copZA operon   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00183,1122.264,1138.28,1185.776,1438.49,1302,871,8440.851,1641.431,1878,"fig|536231.75.peg.188|RIL182_00183   Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00184,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.189|RIL182_00184   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.190   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,2,4,0,0,3,0,0,"fig|536231.75.peg.190   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00185,414,289,278,135,132,89,311,115,117,"fig|536231.75.peg.191|RIL182_00185   Recombination protein RecR   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00186,1191,960,984,485,763,458,572,926,538,"fig|536231.75.peg.192|RIL182_00186   Transketolase, N-terminal section (EC 2.2.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00187,2025,1694,1591,1264,1053,1075,1241,1148,1129,"fig|536231.75.peg.193|RIL182_00187   Transketolase, C-terminal section (EC 2.2.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00188,4,11,7,16,8,8,33,47,0,"fig|536231.75.peg.194|RIL182_00188   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00189,140,92,100,184,79,108,230,158,218,"fig|536231.75.peg.195|RIL182_00189   FIG01032175: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00190,96,88,50,150,90,92,79,47,43,"fig|536231.75.peg.196|RIL182_00190   FIG01020216: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00201,230,123,118,881,193,192,2724,253,483,"fig|536231.75.peg.197|RIL182_00201   D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00202,1,0,0,0,0,0,0,0,0,"fig|536231.75.peg.198|RIL182_00202   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00203,2054,1874.889,1329,2658.923,1249,1779,1316,1809,1380,"fig|536231.75.peg.199|RIL182_00203   ATP synthase F0 sector subunit a (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00204,16.397,10.111,9,5.077,10,18,11,7,11.794,"fig|536231.75.peg.200|RIL182_00204   ATP synthase F0 sector subunit c (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00205,1677.603,1524,1098,1268,1606,1317,584,993,764.206,"fig|536231.75.peg.201|RIL182_00205   ATP synthase F0 sector subunit b (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00206,363,237,255,171,245,229,212,198,111,"fig|536231.75.peg.202|RIL182_00206   ATP synthase delta chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00207,3753,2773,2751,2330,2371,2168,1378,2266,1766,"fig|536231.75.peg.203|RIL182_00207   ATP synthase alpha chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00208,1402,812,933,1555,1003,847,423,1021,1141,"fig|536231.75.peg.204|RIL182_00208   ATP synthase gamma chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00209,4708.538,3738.078,3584.427,3011.883,3295.562,2708,1552.666,2183.434,1849.001,"fig|536231.75.peg.205|RIL182_00209   ATP synthase beta chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00210,1540.563,1048.922,978.573,1520.117,950.438,856,660.334,954.566,960.999,"fig|536231.75.peg.206|RIL182_00210   ATP synthase epsilon chain (EC 3.6.3.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00211,53,39,51,50,97,42,114,126,20,"fig|536231.75.peg.207|RIL182_00211   Transcriptional regulator, AraC family   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.208   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,1,12,0,"fig|536231.75.peg.208   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00212,211,150,144,179,99,172,574,209,256,"fig|536231.75.peg.209|RIL182_00212   beta-glucosidase (EC 3.2.1.21)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00213,132,122,140,201,182,231,231,288,237,"fig|536231.75.peg.210|RIL182_00213   beta-glucosidase (EC 3.2.1.21)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00214,118,82,121,155,132,85,276,326,94,"fig|536231.75.peg.211|RIL182_00214   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00215,221,227,217,99,379,136,137,115,123,"fig|536231.75.peg.212|RIL182_00215   ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00216,277,230,268,95,329,172,117,121,63,"fig|536231.75.peg.213|RIL182_00216   Cystine ABC transporter, permease protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00217,367,373,412,302,549,324,201,226,149,"fig|536231.75.peg.214|RIL182_00217   ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00218,34,25,35,46,7,21,91,79,20,"fig|536231.75.peg.215|RIL182_00218   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00219,76,54,53,108,88,87,699,137,232,"fig|536231.75.peg.216|RIL182_00219   Arabinogalactan endo-1,4-beta-galactanase (EC 3.2.1.89)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00221,1,0,0,0,0,0,0,0,0,"fig|536231.75.peg.217|RIL182_00221   Oxidoreductase, aldo/keto reductase family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00222,26,14,34,66,53,13,102,108,42,"fig|536231.75.peg.218|RIL182_00222   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00223,388.704,273.949,157.381,364.062,0,45.902,724.349,59.806,153.685,"fig|536231.75.peg.219|RIL182_00223   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00224,46,16,25,32,18,59,180,74,33,"fig|536231.75.peg.220|RIL182_00224   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00225,17,26,6,44,49,74,65,0,25,"fig|536231.75.peg.221|RIL182_00225   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00226,2139,1728,1659,1028,754,686,669,1025,672,"fig|536231.75.peg.222|RIL182_00226   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00227,636,552,532,813,454,340,505,498,326,"fig|536231.75.peg.223|RIL182_00227   serine_threonine protein kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00228,42.862,19.078,34.966,42.927,17.875,0,50.373,37.001,64.949,"fig|536231.75.peg.224|RIL182_00228   Protein of unknown function DUF419   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.225   alpha-mannosidase (EC 3.2.1.24)   [Roseburia intestinalis L1-82 | 536231.75]
",7.004,16.804,13,4.983,15,16,0,0,0,"fig|536231.75.peg.225   alpha-mannosidase (EC 3.2.1.24)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00229,1511,1203,1074,4755,2350,1754,4067,2442,3092,"fig|536231.75.peg.226|RIL182_00229   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00230,73.135,27.118,19.034,21.09,31.125,23,245.627,59.999,36.051,"fig|536231.75.peg.227|RIL182_00230   Protein of unknown function DUF419   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00231,256,261,278,357,461,398,398,315,263,"fig|536231.75.peg.228|RIL182_00231   ROK family protein (putative glucokinase)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00232,134,95,126,238,276,215,274,177,95,"fig|536231.75.peg.229|RIL182_00232   Transcriptional regulator, GntR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00233,378,248,322,371,335,383,363,432,263,"fig|536231.75.peg.230|RIL182_00233   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00234,1044,802,911,1112,743,716,1811,1000,1037,"fig|536231.75.peg.231|RIL182_00234   alpha-mannosidase (EC 3.2.1.24)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00235,134,101,123,390,262,352,957,346,261,"fig|536231.75.peg.232|RIL182_00235   Endo-beta-N-acetylglucosaminidase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00236,36,19,34,61,70,9,62,46,68,"fig|536231.75.peg.233|RIL182_00236   Transcriptional regulator, LacI family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00237,64,61,44,294,215,251,574,96,244,"fig|536231.75.peg.234|RIL182_00237   ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00238,29,38,17,57,72,43,276,78,33,"fig|536231.75.peg.235|RIL182_00238   Multiple sugar ABC transporter, permease protein MsmG   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00239,115,87,115,913,587,648,1402,382,700,"fig|536231.75.peg.236|RIL182_00239   Multiple sugar ABC transporter, substrate-binding protein MsmE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00240,45,40,48,177,94,46,395,75,167,"fig|536231.75.peg.237|RIL182_00240   1,4-beta-mannosyl-N-acetylglucosamine phosphorylase (EC 2.4.1.320)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00241,39.348,11.929,0,29.943,88,0,37.454,17.69,0,"fig|536231.75.peg.238|RIL182_00241   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00242,78,88,74,373,257,267,585,252,236,"fig|536231.75.peg.239|RIL182_00242   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00243,84,70,72,390,370,269,928,285,421,"fig|536231.75.peg.240|RIL182_00243   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00244,309,269,285,712,615,574,640,718,811,"fig|536231.75.peg.241|RIL182_00244   alpha-mannosidase (EC 3.2.1.24)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00245,24,30,30,40,86,46,86,39,74,"fig|536231.75.peg.242|RIL182_00245   Uncharacterized MFS-type transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00246,104,63,65,75,78,95,92,190,156,"fig|536231.75.peg.243|RIL182_00246   beta-glucosidase (EC 3.2.1.21)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00247,153.165,37.8,151.071,0,0,45.902,516.975,220.519,118.349,"fig|536231.75.peg.244|RIL182_00247   Mobile element protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00248,201,151,196,277,161,228,456,257,238,"fig|536231.75.peg.245|RIL182_00248   beta-glycosyl hydrolase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00249,22,8,16,32,0,16,32,21,12,"fig|536231.75.peg.246|RIL182_00249   Stage V sporulation protein T, AbrB family transcriptional regulator (SpoVT)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00250,121,83,82,92,62,66,35,75,163,"fig|536231.75.peg.247|RIL182_00250   Exonuclease SbcD   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00251,262,236,163,348,302,185,173,266,237,"fig|536231.75.peg.248|RIL182_00251   Exonuclease SbcC   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00252,247,201,183,119,137,147,130,255,170,"fig|536231.75.peg.249|RIL182_00252   Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00253,1775,1678,1279,968,813,601,2159,955,709,"fig|536231.75.peg.250|RIL182_00253   Glucokinase (EC 2.7.1.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00254,57,66,37,83,27,41,137,73,59,"fig|536231.75.peg.251|RIL182_00254   Substrate-specific component ThiT of thiamin ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00255,256,240,200,233,238,288,166,249,195,"fig|536231.75.peg.252|RIL182_00255   ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00256,373,329,304,525,337,366,488,646,389,"fig|536231.75.peg.253|RIL182_00256   Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00258,1,7,3,8,0,0,1,0,0,"fig|536231.75.peg.254|RIL182_00258   Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00259,151,84.926,95,90,54,83,44.992,150,57,"fig|536231.75.peg.255|RIL182_00259   ABC-type cobalamin/Fe3+-siderophores transport systems ATPase components   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00260,80.567,67,66,76.744,64.17,37.454,28.582,53.24,71.981,"fig|536231.75.peg.256|RIL182_00260   transport system permease protein:ABC-3   [Roseburia intestinalis L1-82 | 536231.75]
"
